column_name,column_comment
curr_fund_asset,当前时点保证金余额
new_effective_account_rate,本期新开有效户率(%)
avg_weekly_inactive_institution_assets,不交易机构户周均资产
new_effective_account_rate,本期新开有效户率
new_effective_account_rate,本期新开有效户率
fare_commis,升佣金额
avg_weekly_inactive_institution_assets,不交易机构户周均资产
channel_lv3,三级渠道
ats2_order_id,ats2母单id
ats2_order_id,ats2母单id
open_cnt,开户数
stock_account,证券账号
sign_rate,月签约率
client_cnt,月签约人数
client_cnt,月签约人数
client_cnt,月签约人数
curr_total_asset,新增AUM
client_cnt,新增签约人数
client_cnt,新增签约人数
client_cnt,新增签约人数
development_relation,开发关系
product_type,产品类型
curr_fund_asset,保证金余额
book_origin,订阅来源1-同花顺；5-大同证券
open_date,开户日期
condition4,是否满足条件4
tg_cash_cnt,投顾现金客户数
tg_cash_cnt,投顾现金客户数
tg_cash_cnt,投顾现金客户数
preengage_id,预约编号
new_offline_customers_cnt,新开线下客户数
branch_no,营业部编号
security_account,证券账号
security_account,证券账号
fund_asset,现金资产
msg_ids,
option_rate,期权利率％
product_name,投顾产品名称
order_cash_asset,现金创收
asset_level,资产层级
push_type,推送类型
push_type,推送类型
create_time,创建时间
first_time,首次进入时间
phone,手机号
channel_own,渠道归属
fund,基金开户数（万户）
khjl,客户经理
refund_date,退款时间
customer_phone,手机号
new_cust_total_assets,新户总资产
tag_name,标签名称
cost_amt,成本
syl,收益率
income_amt,收益
col_4,当前两融资产
income_amt,收益
idconfirm_create_date,身份认证创建时间stk_step =kh_idconfirm
dd_curr_total_asset,当前时点总资产(分层）
branch_no,客户营业部ID
cur_day,当前日
deposit_account_quantity,入金数
buss_balance,7日总交易量
new_account_total_asset,新户总资产
is_lost_1,是否流失（1-是，0-否，千元资产户）
curr_posi,当前仓位
branch_date,完成选择营业部时
breakpoint_activity_id,活动ID
reject_reason,驳回原因
lost_thousand_rate,千元资产户流失率
lost_thousand,千元资产户流失数
card,证件号
publish_time,发布时间
first_publish_time,首次发布时间
release_date,日期
publish_date,发布时间
anchor_dy_number,主播抖音号
asset_20,20年资产
anchor_dy_number,主播抖音号
fund_account,资金账号
business_balance,融资买入金额
new2r_cust_rzmr,融资买入金额目标任务
average_cost_per_user,单客成本
per5k_customers,期末存量客户中单客收费超5000每月客户数
branch_no,营业部code
curr_buss_balance,当日交易量
release_date,上传日期
repeat_growth_rate,重复数同比增长
no_active_cust,未合同激活
is_effective_account,是否有效客户
product_name,产品名称
completion_rate,完成比例
status,客户状态
profit,总创收
pay_time_end,服务结束时间
orders,订单数
new_stockfund_rate,新开客户股基交易量占比
effective,有效户数
is_effective_account,有效户数
is_effective_account,有效户数
zh_order,组合订单数
open_day,开户日期
is_effective_account_c,是否有效
channel_own,线上线下
yt_effective,当年新开有效户数
yt_balance,当年用户交易额
secu_market_value,证券市值
yt_ta_fare,当年产品申赎收入
one_open,线上渠道新开户数
branch_name,营业部
prod_market_value,金融产品保有量
curr_posi,当前仓位
bjs_balance,股转_北交所交易额
average_cost_per_user,单客成本
fare,当月累计净佣金
total_asset,资产
up_100w_month,100w大户首次达标月份
orders,订单数
new_deposit_account,新开客户入金户数
exchange_type,交易所
deposit_daily_avg,入金户数(日均)
single_customer_cost,单客成本
deposit,入金户数（日均）
single_customer_cost,单客成本
cumulative_return,累计收益率
single_customer_cost,单客成本
top_performer,牛人榜-选用
competition_id,比赛id
daily_return,日收益率
cumulative_return,累计收益率
cumulative_return,累计收益率
nhg_balance,全客群南华港佣金余额
product_name,产品名称
avg_asset_22,当月末日期前22个交易日日均资产大于1w
up_50w_upshift_month,50w大户首次升档月份
cash_amount,现金单金额
cash_amount,现金单金额
commis_cnt,升佣单数
still_time,累计观看时长
stock_type,股票类型
zq_balance,债券交易额
stock_type,股票类型
app_c_amt,现金+升佣
app_amt,现金和升佣
annual_task_completion_rate,年度任务完成率
year_growth_rate,同比增长率
idconfirm_tag,身份证认证
prod_market_value,产品保有量
annual_task_completion_rate,年度任务完成率
branch_name,营业部
margin_securities_income,融资融券业务利息收入
traffic_users_price,流量户单价
new_inst_prod_acc,新开机构产品户
new_gen_acc_assets,新开普通户资产额
benefit_cert_sales,收益凭证销售额
single_customer_cost,单客成本
average_cost_per_user,单客成本
fare,净佣金
lg_cnt,大单数
open_date,开户日期
age,年龄
curr_fund_asset,现金资产
status,客户状态0-正常  3-已销户  F-锁定
stock_type,股票类型
branch_name,营业部
branch_name,营业部
curr_total_asset,总资产
daily_return,日收益率
business_balance,发生金额
yesterday_price,昨日收盘价(T-1)
ggt_balance,港股通交易额
financial_manager_id,理财经理身份证号
advisor_product_expiry_time,投顾产品到期时间
adv_users_mt,广告渠道开户数
jj_balance,基金交易额
advisor_product_expiry_time,投顾产品到期时间
plat_acc_seq_cmpl_rate,平台渠道开户数序时完成率
deposit_sjqd3_tr,手机渠道3-入金转化（占位）
bjs_balance,全客群北交所佣金余额
zq_balance,债券交易额
zq_balance,债券交易额
eff_acc,1有效户，0非有效户
fund_asset,现金资产
financial_manager,理财经理
asset_level,资产层级
system_channel_name,开户渠道
up_time,点赞次数
channel_lv4,四级渠道
status,客户状态
churned_cust_cnt,流失客户数
d7_open,注册后7日内激活人数
d7_valid_cnt,day7有效户数
fund_account,解密资金账号
profit,总创收
channel_lv5,五级渠道
channel_lv4,四级渠道
belong,归属方
cur_net_revenue,当年开户创收
pre_net_revenue,当年之前开户创收
channel_lv4,四级渠道
channel_lv4,四级渠道
bind_time,认证成功时间
bind_time,认证成功时间
channel_lv5,渠道5级
channel_lv5,渠道5级
total_asset,资产
curr_posi,当前仓位
total_account_count,期末户数
current_period_avg_weekly_asset,本期周均资产存量
total_account_count,期末户数
total_account_count,期末户数
current_period_avg_weekly_asset,本期周均资产存量
channel_lv4,四级渠道
client_suborder_id,客户端子单id
fund_account,资金账户id
traffic_fee,流量费
holder_status,股东状态
resign_rate,月复购率
sign_rate,月签约率
resign_rate,月复购率
resign_rate,月复购率
c_client_cnt,存量用户
curr_total_asset,新增AUM
curr_total_asset,新增AUM
curr_total_asset,新增AUM
branch_name,归属营业部
product_name,产品名称
curr_jzc,当前净资产
is_commis_order,1升佣订单2体验单0其他
gender,性别
condition5,是否满足条件5
tg_comis_cnt,投顾升佣客户数
tg_comis_cnt,投顾升佣客户数
tg_comis_cnt,投顾升佣客户数
op_source,操作来源(0:PC;1:ios;2:Pad;3:android;4:微信;5:H5;)
new_offline_customers_asset,新开线下资产额
branch_name,营业部名字
shareholder_status,股东状态
shareholder_status,股东状态
market_value,市值
small_dormant_rate,小额休眠利率％
goods_risk,产品风险等级
order_cash_cnts,现金订单数
des_product,目标产品
title,消息标题
title,消息标题
expire_time,过期时间
still_time,累计观看时长
client_name,姓名
is_sjcl,是否数金存量
init_date,交易日期
cons_prog,消耗进度
pay_type,订单类型
new_cust_total_revenue,新户总创收
tag_group_name,标签组名称
income_amt,收益
rankno,高手榜排名
daily_return,周收益率
daily_return,总收益率
idconfirm_update_date,身份认证更新时间stk_step =kh_idconfirm
dd_curr_fund_asset,当前时点保证金余额(分层）
branch_name,客户营业部
is_holiday,是否为节日
deposit_account_ratio,入金率
buss_balance_2,期初以来总交易量
total_transaction_amount,总交易额
rq,日期（最高资产日）
curr_buss_balance,当日交易量
idconfirm_date,完成身份证认证时间
breakpoint_activity_name,活动名称
reviewer_id,审核人员
lost_10thousand,万元资产户流失数
lost_thousand_rate,千元资产户流失率
age,年龄
genre,体裁
genre,体裁
view_count,播放量
completion_rate,完播率
live_room_id,直播间ID
live_room_id,直播间ID
open_date,开户日期
new2r_cust_rzmr_bac,融资买入金额完成额(万元)
total_settle_cost,结算成本
renew_customers,续费客户数
branch_no_name,营业部
curr_profit_loss,当日盈亏
view_cnt,播放量
active_cust_norzdeal,激活未融资买入
mobile_no,手机号
product_type,产品类型
score,得分
c_day,开户至今交易日天数（有资产天数
product_right,产品权限1-状态有效
order_exp,体验订单数
new_profit,新开客户代理买卖创收(净佣金+息差)
is_deposit_account,入金户数
is_deposit_account,入金户数
plat_refund,全平台退款额
interest,季度息差收入
cnt,客户数
is_effective_account_c,是否有效
yt_effective_tr,当年有效户转化数
yt_client,当年交易人数
prod_market_value,产品保有量
yt_interest_rate,当年资金利差收入
zero_open,线下渠道新开户数
limit_secu_market_value,限售股市值
curr_buss_balance,当日交易量
nhg_balance,逆回购交易额
curr_total_asset,当月期末日期资产值
buss_balance,交易量
down_std_month,考察期首次不达标标准有效户月份
order_exp,体验订单数
new_buss_rate,新开客户交易量占比
current_amount,持仓数量
deposit_curr,入金户数(时点资产>=1k)
deposit,入金户数(日均)
deposit_curr,入金户数（时点资产>=1k）
deposit,入金户数(日均)
rankno,排名
deposit_daily_avg,入金户数（日均）
del_flag,删除标志位 1 删除 0 存在
rankno,排名
rankno,排名
rankno,排名
gr_gp_fare,个人户股票佣金
product_type,产品类型
avg_asset_20,当月末日期前20个交易日日均资产大于1w（成都信财渠道口径）
up_100w_month,100w大户首次达标月份
app_comm_amount,升佣+现金
app_comm_amount,升佣+现金
cash_cnt,现金单数
up_time,点赞次数
comis_amt,升佣
exchange_type,交易所
ggt_balance,港股通交易额
exchange_type,交易所
comis_amt,升佣
app_cnt,app订单数
prev_year_completion_amount,2024年同期月完成额
idsupply_tag,资料补充
opt_market_value,衍生品市值
prev_year_completion_amount,2024年同期月完成额
fwry,服务关系-客户经理
ib_commission_income,IB业务服务费收入
active_users_price,活动户单价
new_gen_acc_dedup,新开普通户（去重后）
new_mgn_acc_assets,新开两融户资产额
asset_mgmt_sales,资管销售额
deposit,入金户数（日均）
total_settle_cost,结算成本
interest_rate,息差
app_amt,现金和升佣
commis_date,升佣时间
corp_risk_level,风险等级
farex_ty,升拥金额
open_date,普通户开户日期
exchange_type,交易类别
fwry,服务关系-客户经理
fwry,服务关系-客户经理
curr_fund_asset,现金资产
rankno,排名
business_amount,交易份额
current_amount,当前持仓股数
bjs_balance,股转_北交所交易额
srv_rel,服务关系
fare_total,整体佣金息差
zq_balance,债券交易额
ad_acc_num,广告渠道开户数
deposit_sjqd3_no,手机渠道3-入金基数（占位）
nhg_balance,全客群南华港佣金余额
ggt_balance,港股通交易额
ggt_balance,港股通交易额
secu_market_value,证券市值
financial_manager_id,理财经理身份证号
account_age_level,账龄层级
open_date,开户时间
chat_time,聊天条数
channel_lv5,五级渠道
current_net_asset,本月末净资产
churned_cust_asset,流失客户当前资产
d30_open,注册后30日内激活人数
d30_valid_cnt,day30有效户数
gmt_create,创建时间
channel_lv5,五级渠道
project_type,项目类型
total_net_revenue,当月总创收+投行创收
cur_net_revenue,当年开户创收
channel_lv5,五级渠道
channel_lv5,五级渠道
cust_cnt,开户数
cust_cnt,开户数
limit_secu_market_value,限售股存量
curr_buss_balance,当日交易量
total_effective_account_count,期末有效户数
week_count,周数
total_effective_account_count,期末有效户数
total_effective_account_count,期末有效户数
week_count,周数
channel_lv5,五级渠道
ats2_suborder_id,ats2子单id
client_name,客户名称
farex,分成后净佣金
acode_account,一码通账户号码
recli_cnt,复购客户
resign_rate,月复购率
recli_cnt,复购客户
recli_cnt,复购客户
c_total_asset,存量AUM
c_client_cnt,存量用户
c_client_cnt,存量用户
c_client_cnt,存量用户
open_channel,开户渠道
pay_time,签约日期
pvg_zqsz,月度均总资产
is_cash_order,是否现金单1是0否
age,年龄
system_channel_name,渠道
tg_total_user_cnt,存量投顾总客户数
tg_total_user_cnt,存量投顾总客户数
tg_total_user_cnt,存量投顾总客户数
fund_account,资金账号
new_valid_customers_cnt,新开有效客户数
system_channel,渠道标签
unified_account,一码通账户
unified_account,一码通账户
opfund_market_value,资产总计
current_rate,客户活期利率%
evaluation_result,用户风险等级
order_fare_asset,升佣创收
wsjyagyjl,当前费率
live_time,有效时间
live_time,有效时间
jump_count,跳转计数
up_time,点赞次数
branch_no_name,营业部
is_no_service,是否无服务关系
customer_name,客户姓名
product_name,产品名称
daily_return,日收益率
zd_rankno,在战队排名
rk,高手榜排名
rk,高手榜排名
risksurvey_create_date,风险测评创建时间stk_step =kh_risksurvey
dd_curr_posi,当前仓位（分层）
staff_name,回访座席人员名称
is_workday,是否为工作日
effective_account_quantity,有效户数
profit_loss,7日总盈亏
total_net_commission,总净佣金
high_total_asset,最高资产
curr_profit_loss,当日盈亏
idsupply_date,完成资料补充时间
breakpoint_task_assign_type,任务分配方式
reject_date,驳回时间
lost_10thousand_rate,万元资产户流失率
lost_10thousand,万元资产户流失数
corp_risk_level,风险等级
audit_status,审核状态
view_count,观看量
completion_rate,完播率
avg_view_duration,平均播放时长
live_start_time,直播开始时间
live_start_time,直播开始时间
new2r_cust_rzmr_tbd,融资买入金额完成率
daoq_customers,到期客户数
status,账户状态
curr_asset_save,当日净存入
like_cnt,点赞量
ysp_cust,期权账户开户数
advisor_name,产品投顾姓名
annual_target_variance,差额
avg_total_asset,开户至今日均总资产
fund_order,支付成功订单
order_exp_pct,体验单占比
stock_client,存量客户客户数
cancel_users,注销户数
plat_reorder,全平台退款订单数
curr_total_asset,资产
cnt,客户数
yt_effective_lost,当年有效户流失数
yt_avgtimes,当年人均交易次数
total_asset,总资产
yt_occur_balance,当年两融利息收入
ths,同花顺渠道新开户数
total_asset_b,衍生品总权益
curr_profit_loss,当日盈亏
gr_balance,个人户交易额
is_only_ndrr,是否仅交易国债逆回购
turnover_rate,周转率
down_50w_month,考察期首次不达标50w大户月份
order_exp_pct,体验单占比
new_stockfund_rate,新开客户股基交易量占比
phone_number1,手机号1
cost_price,单价
effective_daily_avg,有效户数(22日日均)
deposit_curr,入金户数(时点资产>=1k)
effective,有效户数（22日）
deposit_curr,入金户数(时点资产>=1k)
deposit_curr,入金户数（时点资产>=1k）
input_time,创建时间
gr_jj_fare,个人户基金佣金
advisor_name,顾问名称
fare,当月累计净佣金
down_std_month,考察期首次不达标标准有效户月份
fare_commis,升佣
fare_commis,升佣
order_cnt,订单数
chat_time,聊天条数
order_cnt,订单数
current_amount,持仓数量
bjs_balance,股转_北交所交易额
current_amount,持仓数量
order_cnt,订单数
cancel_cnt,取消订单
year_increase_amount,同比增长额
risksurvey_tag,风险测评
limit_secu_market_value,限售股市值
year_increase_amount,同比增长额
khjl,开发关系-客户经理
derivatives_agency_trading_income,衍生品代理买卖业务收入
account_open_users_price,开户申请户单价
new_opt_acc,新开期权账户
new_opt_acc_assets,新开期权户资产额
private_fund_sales,私募基金销售额
deposit_curr,入金户数（时点资产>=1k）
curr_buss_balance,证券交易额
app_cnt,app订单数
filter_date,统计过滤时间
degree,学历
recommend_name,服务经理
channel_name,渠道
current_amount,持仓数量
khjl,开发关系-客户经理
khjl,开发关系-客户经理
farex_ty,升拥金额
business_price,交易价格
cost_price,成本价
nhg_balance,逆回购交易额
dev_rel,开发关系
fare_total_mt,整体佣金息差
ggt_balance,港股通交易额
ad_acc_ann_achv_rate,广告渠道开户数年度达成率
deposit_thstg_tr,投管平台-入金转化（占位）
gr_gp_fare,个人户股票佣金
bjs_balance,股转_北交所交易额
bjs_balance,股转_北交所交易额
prod_market_value,金融产品保有量
srv_rel,服务关系
age_level,年龄层级
fundacct_status,账户状态
goods_click_times,商品点击次数
prev_net_asset,上月月末净资产
churned_cust_peak,流失客户历史峰值最大资产
gmt_modified,修改时间
cust_cnt,客户数
contract_payment,协议支出
total_net_revenue,当月总创收
cust_cnt,客户数
occur_balance,两融利息收入
d1_valid_cnt,day1有效户数
d1_valid_cnt,day1有效户数
business_balance,交易量
curr_profit_loss,当日盈亏
total_effective_account_rate,期末有效户率(%)
end_cash_asset_ordinary,期末普通账户现金资产
total_effective_account_rate,期末有效户率
total_effective_account_rate,期末有效户率
end_cash_asset_ordinary,期末普通账户现金资产
cust_cnt,累计客户数
client_name,委托账户
security_symbol,证券代码
interest_rate,息差
csdc_relation_flag,中登关联关系确认标识
transform_rate,小转大率
recli_cnt,复购客户
transform_rate,小转大率
transform_rate,小转大率
amount,新增创收
c_total_asset,存量AUM
c_total_asset,存量AUM
c_total_asset,存量AUM
is_fee_exempt,是否免5
order_amount,佣金费率
is_order_exp,体验单
corp_risk_level,风险等级
is_online,是否线上客户
tg_effct_comis_cnt,投顾有效升佣客户数
tg_effct_comis_cnt,投顾有效升佣客户数
tg_effct_comis_cnt,投顾有效升佣客户数
autentication_type,开户认证方式：0，双视频认证; 1.单向视频认证 2.活体识别认证 3，姿势识别， 默认为双向视频认证
new_valid_customers_asset,新开有效资产额
system_channel_name,操作来源
relation_confirm_flag,关联关系确认标识
relation_confirm_flag,关联关系确认标识
total_asset,资产总计
deposit_rate,存管费率%
mobile,用户手机号
order_fare_cnts,升佣订单数
sole_code,订单号
save_offline,是否离线保存
save_offline,是否离线保存
msg_id,消息ID
chat_time,聊天条数
curr_total_asset,当前资产
customer_account,资金账号
refund_amount,退款金额
rk,总排名
rk_team,在战队排名
rk_team,在战队排名
risksurvey_update_date,风险测评更新时间stk_step =kh_risksurvey
dd_curr_buss_balance,当日交易量(分层）
staff_id,回访座席人员ID
holiday_name,节日名称
effective_account_ratio,有效户率
profit_loss_2,期初以来总盈亏
total_interest_margin,总息差
curr_total_asset,当前资产
curr_asset_save,当日净存入
risksurvey_date,完成风险测评时间
breakpoint_task_staff_id,召回人员
start_time,视频接入时间
total_asset,时点新户总资产
lost_10thousand_rate,万元资产户流失率
gender,性别
view_count,播放量
like_count,点赞
fan_increase,净增粉丝量
view_count,播放量
live_end_time,直播结束时间
live_end_time,直播结束时间
avg_cost,平均收费标准
asset_prop,账户类型
fare0,今日佣金
comment_cnt,评论量
ysp_rate,期权户覆盖率
pay_type,支付方式
avg_fund_asset,开户至今日均现金资产
refund_order,退款订单
stl_order,小转大订单数
stock_total_asset,存量客户总资产
branch_no,营业部no
curr_total_asset,时点资产
yt_effective_var,当年有效户变动数
yt_sale,当年销售额
fin_close_balance,融资余额
branch_no,营业部no
sjqd,sjqd3渠道新开户数
curr_asset_save,当日净存入
jg_balance,机构户交易额
is_asset_depreciation,是否资产缩水
effective_cnt,有效户数
down_100w_month,考察期首次不达标100w大户月份
stl_order,小转大订单数
branch_no,营业部
new_profit,新开客户代理买卖创收(净佣金+息差)
phone_number2,手机号2
dr_price,单价
effective_curr,有效户数(时点资产>=1w)
effective,有效户数(22日日均)
effective_curr,有效户数（时点资产>=1w）
effective,有效户数(22日日均)
deposit_curr_target_rate_4w,入金户数全年目标达成率（4w）
update_time,修改时间
gr_zq_fare,个人户债券佣金
pay_type,支付方式
curr_total_asset,当月期末日期资产值
down_50w_month,考察期首次不达标50w大户月份
order_cnt,订单数
order_cnt,订单数
lg_cnt,大单数
goods_click_times,商品点击次数
cost_price,单价
nhg_balance,逆回购交易额
cost_price,单价
order_cnt,总订单
year_growth_rate,同比增长率
tpbank_tag,三方存管
sypz_market_value,收益凭证市值
year_growth_rate,同比增长率
gkhjl,归属客户经理
new_effective_accounts,新开有效户数
success_open_users_price,开户成功户单价
new_mgn_acc,新开两融账户
new_ind_acc_assets,新开个人户资产额
life_insurance_sales,寿险销售额
effective,有效户数（22日）
cancel_cnt,取消订单
order_amt,订单金额
curr_total_asset,总资产
is_online,渠道标识(线上线下)
cost_price,成本
gkhjl,归属客户经理
gkhjl,归属客户经理
recommend_name,服务经理
init_date,调仓日期
earning_rate,盈亏率 (市值-成本)/成本
gp_balance,股票交易额
branch_name,营业部
new_fare,新增佣金息差
bjs_balance,股转_北交所交易额
ad_acc_seq_cmpl_rate,广告渠道开户数序时完成率
deposit_thstg_no,投管平台-入金基数（占位）
gr_jj_fare,个人户基金佣金
nhg_balance,逆回购交易额
nhg_balance,逆回购交易额
limit_secu_market_value,限售股市值
dev_rel,开发关系
churned_c_asset,流失户资产
sz_a_account_status,深A账户开通情况
fw_click_times,浮窗点击次数
yoy_net_asset,去年同月月末净资产
curr_total_asset,新开客户资产
day,分区
effective_cnt,有效客户数
incentives,激励
effective_cnt,有效客户数
d3_valid_cnt,day3有效户数
d3_valid_cnt,day3有效户数
fare0,当日净佣金
curr_asset_save,当日净存入
offline_new_account_count,本期线下渠道新开户数
end_custody_market_value_ordinary,期末普通账户托管市值
offline_new_account_count,本期线下渠道新开户数
offline_new_account_count,本期线下渠道新开户数
end_custody_market_value_ordinary,期末普通账户托管市值
curr_total_asset,当日总资产
fund_account,资金账户id(uuid)
security_name,证券简称
tra_day,创收天数
csdc_open_date,中登开户日期
cancel_rate,月退签率
transform_rate,小转大率
cancel_rate,月退签率
cancel_rate,月退签率
client_refund,退签人数
amount,新增创收
amount,新增创收
amount,新增创收
current_rate,当前费率
curr_total_asset,总资产
product_type,产品类型108组合 109服务包
degree,学历
branch_no_name,归属营业部
tg_effct_cash_cnt,投顾有效现金客户数
tg_effct_cash_cnt,投顾有效现金客户数
tg_effct_cash_cnt,投顾有效现金客户数
open_state,当前开户状态(a:待审核;s:审核中;e:审核通过;g:开户成 功;0:未提交;r:审核驳回;p:开户驳回(跑批中出错，被坐席人员驳回);)
new_valid_offline_customers_cnt,新开有效线下客户数
op_source,操作来源
csrc_open_date,中登开户日期
csrc_open_date,中登开户日期
interest_rate,息差利率
evaluation_answer,风险测评答案
effect_order_cash_cnts,有效现金订单数
type,优惠券类型1折扣券;2抵扣券;3满减券;4体验券
verify,验证状态
verify,验证状态
offline_count,离线计数
goods_click_times,商品点击次数
asset_level,资产层级
customer_phone,手机号
order_cash,现金创收
rk_team,在战队排名
tst_create_date,三方存管创建时间
dd_curr_profit_loss,当日盈亏（分层）
task_status,回访单状态
week,星期
transaction_account_quantity,交易数
asset_save,7日净存入
total_revenue_generated,新户总创收
save_flag,净存标识
tpbank_date,完成三方存管时间
breakpoint_task_allocation_time,任务领取或分配时间
video_length,视频时长
total_user_income,新户总创收
total_asset,时点新户总资产
degree,学历
completion_rate,完播率
comment_count,评论
comment_count,评论量
recommended,推荐
live_duration,直播时长
live_duration,直播时长
bq_refund,本期退费金额
organ_flag,用户类型
fare,今日净佣金
fans_increase,粉丝增量
order_amount,订单金额&提佣
curr_total_asset,昨日总资产
pay_type,支付方式(11:微信支付，21支付宝支付，40账户提佣)
stl_amount,小转大订单金额
stock_effective_account,存量客户有效户数
new_margin_count,两融开户数
is_jhrz,是否激活
cl_effective_rate,存量有效户占比
yt_purchase,当年产品购买人数
cash_store_balance,现金资产转取
branch_name,营业部
thstg,同花顺投顾渠道新开户数
save_flag,净存标识
product_balance,产品户交易额
deposit_cnt,入金户数
stl_amount,小转大订单金额
branch_name,营业部名称
stock_client,存量客户客户数
current_dr_price,持仓市值
lost_thousand,千元资产户流失户数
effective_curr,有效户数(时点资产>=1w)
lost_thousand,千元资产户流失户数
effective_curr,有效户数(时点资产>=1w)
deposit_curr_target_rate_8w,入金户数全年目标达成率（8w）
gr_ggt_fare,个人户港股通佣金
order_amount,订单金额
is_only_ndrr,是否仅交易国债逆回购
down_100w_month,考察期首次不达标100w大户月份
cash_amount,现金单金额
fw_click_times,浮窗点击次数
dr_price,单价
money_fund_trade_balance,货币基金交易额
dr_price,单价
renew_cnt,复购订单
stkacct_tag,选择账户
gsgm_market_value,固收公募市值
name,客户姓名
reactivated_valid_accounts,空户激活有效户数
lv2_users_price,领取lv2户单价
new_fut_acc_m_upd,新开期货户（月更）
new_inst_acc_assets,新开机构户资产额
non_life_insurance_sales,非寿险销售额
effective_curr,有效户数（时点资产>=1w）
order_cnt,总订单
order_cash,现金
avg_22_asset,22日均资产
gjjyj,股基净佣金
cost_dr_price,持仓成本市值
name,客户姓名
name,客户姓名
sole_code,订单号
business_time,调仓时间
positions,个股仓位占比
total_balance,汇总交易额
channel_name,渠道
new_fare_mt,新增佣金息差
nhg_balance,逆回购交易额
comm_int_inc,交易佣金及息差收入(万元)
effective_tr,线下当月转化-有效
gr_zq_fare,个人户债券佣金
jj_sale,公募基金销售额
gr_balance,个人户交易额
total_asset_b,衍生品总权益
branch_name,营业部
is_recalled,是否召回
other_sz_a_status,其他家深A开通情况
live_advisor,直播老师
net_asset_mom_growth,净资产环比增长率
curr_total_asset,当日总资产
curr_total_asset,当日总资产
d7_valid_cnt,day7有效户数
d7_valid_cnt,day7有效户数
fare,当日净佣金
save_flag,净存标识
offline_new_effective_account_count,本期线下渠道新开有效户数
end_custody_market_value_credit,期末信用账户存量情况
offline_new_effective_account_count,本期线下渠道新开户有效户数
offline_new_effective_account_count,本期线下渠道新开户有效户数
end_custody_market_value_credit,期末信用账户存量情况
farex,累计分成后净佣金
security_symbol,证券代码
exchange,交易所代码
csdc_ungu_flag,中登不合格标识
cancel_client_cnt,退签人数
cancel_rate,月退签率
cancel_client_cnt,退签人数
cancel_client_cnt,退签人数
client_price,客单价
client_refund,退签人数
client_refund,退签人数
client_refund,退签人数
is_rate_leq_002,是否<=万2
curr_fund_asset,现金资产
is_lg_order,是否为大单
curr_total_asset,总资产
channel_type,渠道类型
tg_total_effct_cnt,投顾有效客户总数
tg_total_effct_cnt,投顾有效客户总数
tg_total_effct_cnt,投顾有效客户总数
recommendno,推荐人编号
new_valid_offline_customers_asset,新开有效线下资产额
fund_account,资金账号_客户账户开立意愿表
csrc_invalid_flag,中登不合格标识
csrc_invalid_flag,中登不合格标识
start_time,开始时间
broker_name,所属券商名称
effect_order_cash_asset,有效现金创收
pool_id,优惠券id
msg_type,消息类型
msg_type,消息类型
pre_count,预计数
fw_click_times,浮窗点击次数
system_channel_name,开户渠道
product_type,产品类型
farex_ty,佣金创收
tst_update_date,三方存管更新时间
dd_curr_asset_save,当日净存入(分层）
task_execute_result,执行结果
week_of_month,月度第几周
transaction_account_ratio,交易率
asset_save_2,期初以来总净存入
is_business_cust,当日是否交易客户
stkacct_date,完成选择账户时间
breakpoint_task_deal_time,任务处理时间
toal_time,总用时
total_real_income,实际总创收
total_user_income,新户总创收
profession_name,职业类型
completion_rate_5s,5s完播率
favorite_count,收藏
like_count,点赞量
likes,喜欢
room_exposure_person_count,直播间曝光人数
room_exposure_person_count,直播间曝光人数
curr_total_asset,资产存量
interest_rate,今日息差
collection_cnt,收藏量
order_cash,订单金额
curr_fund_asset,昨日现金资产
amount,销售额(新投顾有提佣，保留5小数)
stl_rate,小转大单占比
stock_deposit_account,存量客户入金户数
total_activated_count,两融激活数
branch_no,营业部no
cl_customer,存量客户数
mt_times,交易次数MTD
cash_take_balance,现金资产转存
one_open_rate,线上渠道新开户数占比
is_business_cust,当日是否交易客户
asset0_balance,0-1资产用户交易额
profit,创收
stl_rate,小转大单占比
stock_total_asset,存量客户总资产
init_date,业务日期
lost_thousand_rate,千元资产户流失率
lost_thousand,千元资产户流失户数
lost_thousand_rate,千元资产户流失率
lost_thousand,千元资产户流失户数
effective_daily_avg,有效户数（22日）
gr_bjs_fare,个人户北交所佣金
order_cash,订单现金
is_asset_depreciation,是否资产缩水
account_cancel_month,达标后6月内销户月份
app_comm_amount,升佣+现金
current_dr_price,持仓市值
option_trade_volume,场内期权交易张数
current_dr_price,持仓市值
expire_cnt,过期订单
setpwd_tag,设置密码
qygm_market_value,权益公募市值
s_status,报名状态
existing_valid_retained,存量有效户留存数
effective_users_price,有效户单价
obj_app_acc,异议申请户数
new_prod_acc_assets,新开产品户资产额
lost_thousand,千元资产户流失户数
renew_cnt,复购订单
order_commission,订单佣金
curr_fund_asset,现金资产
lrjyj,两融净佣金
asset_price,单价
s_status,报名状态
s_status,报名状态
biz_date,业务日期
gp_fare,股票净佣金
commission_rate_general,佣金费率（普通）
cl_fare,存量佣金息差
gp_balance,股票交易额
comm_int_ann_achv_rate,交易佣金及息差收入年度达成率
effective_no,线下上月非入金-有效
gr_ggt_fare,个人户港股通佣金
sypz_sale,收益凭证销售额
jg_balance,机构户交易额
channel_name,渠道
recalled_c_asset,召回户资产
sh_a_account_status,沪A账户开通情况
branch_name,营业部
net_asset_yoy_growth,净资产同比增长率
cust_cnt,客户数
farex,分成后净佣金
